listing_id,host_name,last_review,price,nbhood_full,description,room_type
14968436,Ricardo,2019-05-27,55.0,"Manhattan, Harlem",Gorgeous room in Historic Harlem street,private room
14968939,Daniela,2019-06-16,90.0,"Brooklyn, Williamsburg",Peaceful cove in Williamsburg!,private room
14969217,Lidia,2019-05-20,105.0,"Brooklyn, Bushwick",Gorgeous brand new apartment in Bushwick,entire home/apt
14972714,George,2019-06-23,195.0,"Manhattan, Harlem",Charming Harlem Townhouse Minutes from Midtown,entire home/apt
14976368,Dana,2019-06-15,150.0,"Brooklyn, Williamsburg",Cozy apt. Heart of Williamsburg NYC,entire home/apt
14981124,Josh,2019-06-07,50.0,"Brooklyn, Bedford-Stuyvesant",Nice Private room in quiet 2 level Brownstone!,private room
14981522,Jonathan,2019-07-05,70.0,"Brooklyn, Greenpoint",Peaceful room in Artsy W'burg 3br,private room
14982260,Adrian,2019-06-30,180.0,"Queens, Astoria",Newly renovated 1-bm apt with a wooden deck.,entire home/apt
14982907,Nickesha,2019-05-11,65.0,"Queens, St. Albans",Comfy Private Bedroom-JFK (8 mins),private room
14983453,Eliahu,2019-07-02,69.0,"Manhattan, Harlem",127 St & Convent Av NYC ABCD RM 3,private room
14987023,Brooklyn&   Breakfast    -Len-,2019-07-06,40.0,"Brooklyn, Prospect Heights",Cozy 3rd floor room at Brooklyn&Breakfast,private room
14987516,Clif,2019-01-07,85.0,"Queens, Rosedale",Musa Property,entire home/apt
14988596,Michelle,2019-07-03,69.0,"Manhattan, Upper East Side",Convenient Modern 1 Bedroom Apt. Upper East Side,entire home/apt
14989532,Iryna,2019-06-16,270.0,"Manhattan, East Harlem",East Harlem: Spacious 3BR,entire home/apt
14989615,Jazzy,2019-07-07,53.0,"Queens, Elmhurst",Cheap $45/night@15 minuets to Mahattaton,private room
14991887,Peter & Nora,2019-06-23,100.0,"Brooklyn, Bedford-Stuyvesant",Brownstone Apartment on Tree Lined Street,entire home/apt
14994076,Vie,2019-05-21,299.0,"Bronx, Eastchester",Dominiques NYC 4Bedrm crashpad**Stay here**metro,entire home/apt
14995382,Beryl,2019-06-16,50.0,"Brooklyn, East Flatbush",Large Victorian in Brooklyn - Downstairs 2 Beds,private room
15001872,Donna,2019-06-30,70.0,"Brooklyn, Bushwick",Cozy Convenience in Bushwick,private room
15003711,Jaye (And Spike),2019-06-26,78.0,"Brooklyn, South Slope",@BrooklynWhisky's: Birdsnest-Guest Room,private room
15003721,Beryl,2019-06-20,50.0,"Brooklyn, East Flatbush",Large Victorian in Brooklyn - Downstairs 1 Bed,private room
15003930,Mor,2019-02-02,200.0,"Manhattan, Upper East Side",Best Upper East Side Studio,entire home/apt
15004091,S.A.,2019-06-21,60.0,"Brooklyn, Williamsburg",Cozy convenient Williamsburg bedrm!,private room
15008979,Elvin,2019-06-30,75.0,"Queens, Ozone Park",Cozy Room near Casino and Metro,private room
15009556,Roselle,2019-06-22,150.0,"Brooklyn, Sunset Park",Modern & sunny 2BR Apt - 25 min to Manhattan,entire home/apt
15009618,Bianca,2019-05-12,129.0,"Manhattan, Hell's Kitchen",Huge private bedroom in the heart of Times Square,private room
15009751,Lisa,2019-06-10,220.0,"Manhattan, Upper West Side",1 Bedroom 1 Bathroom with Ralph Lauren City Vibe,entire home/apt
15016999,Joe,2019-06-19,105.0,"Brooklyn, Crown Heights",Crown Heights 1-Bedroom Near Parks and Museum,entire home/apt
15018397,Anna,2019-06-29,125.0,"Brooklyn, DUMBO",Peaceful Room in Dumbo Art Loft Too,private room
15024645,Jody,2019-06-23,259.0,"Brooklyn, Williamsburg",Huge Historic Brooklyn Loft Minutes From Manhattan,entire home/apt
15024889,Lucy,2019-06-29,70.0,"Queens, Ozone Park",WARM AND CHARMING 2 BED APARTMENT,entire home/apt
15026994,Anu-Raga,2019-05-11,65.0,"Queens, Long Island City",A large private room with indoor garden,private room
15028194,Zachary,2019-06-14,180.0,"Brooklyn, Crown Heights","Stylish, Comfortable, and Affordable in Brooklyn",entire home/apt
15033685,Shelley,2019-06-22,168.0,"Manhattan, Upper West Side",Authentic Living in Manhattan,entire home/apt
15035050,Corporate Housing,2019-03-26,142.0,"Manhattan, Nolita",HEART OF SOHO UPDATED 1 BR,entire home/apt
15037251,Desi,2019-07-01,99.0,"Manhattan, Upper West Side",PRIVATE ENTIRE FLOOR -NEXT TO Central PARK  !,private room
15038469,Andrew,2019-06-21,45.0,"Brooklyn, Gowanus",Prime Park Slope Room (10 min. train to Lower NYC),private room
15039238,Arthur,2019-01-01,77.0,"Manhattan, Harlem",Comfortable 1 and 1/2 Bedroom With Private Patio,entire home/apt
15040421,Vivian,2019-05-15,55.0,"Manhattan, East Harlem","Private Cozy, Comfy & Bright Room!",private room
15041647,Nixie & Hai,2019-07-03,60.0,"Queens, Corona",Private Bedroom in NYC w/ SUPERHOST.,private room
15042314,Ryan,2019-07-06,40.0,"Brooklyn, Bedford-Stuyvesant","Huge, Sunny Apartment on Bushwick/Bed Stuy Border!",entire home/apt
15042361,Karlene,2019-01-03,68.0,"Queens, Jamaica",Airports Sleep Inn,private room
15043534,Nurcan,2019-07-01,55.0,"Queens, Sunnyside",Private room in Sunnyside 2 46th St,private room
15043788,Nurcan,2019-07-01,45.0,"Queens, Sunnyside",Private Room in Sunnyside 3,private room
15043817,Nurcan,2019-05-29,50.0,"Queens, Sunnyside",Private room in Sunnyside 1,private room
15048516,Oliver,2019-06-15,54.0,"Queens, Sunnyside",Full 1-bedroom near subway into midtown Manhattan,entire home/apt
15049253,Nickesha,2019-05-21,70.0,"Queens, St. Albans",Queens Comfy Private Room (JFK-8mins) with porch,private room
15052112,Emanuel,2019-04-12,584.0,"Manhattan, Midtown","FLATIRON""""GRAND PANORAMA""""LUXURY~3 BR W/Roof Deck",entire home/apt
15052455,Kimberly,2019-05-28,55.0,"Brooklyn, Bedford-Stuyvesant","XL Sunny, NYC Flat Close to Train, Cafes & Shops",private room
15053143,Adam,2019-07-01,350.0,"Manhattan, East Harlem",Gigantic 2-Story Skylight Loft‚Äî2 Blocks To Subway,entire home/apt
15054617,Stat,2019-02-09,43.0,"Queens, Edgemere","Home 4 Medical Professionals - The ""Syncope""",private room
15054630,Carla,2019-02-11,45.0,"Brooklyn, East New York","Clean, large, private R room with queen sized bed",private room
15058410,David,2019-06-03,65.0,"Queens, Ozone Park",Spacious 1BD Luxurious room in Queens NYC,private room
15059292,Anush,2019-06-17,110.0,"Manhattan, Midtown",HUGE ROOM IN CENTER CITY! AMAZING LOCATION!,private room
15062944,David,2019-05-28,47.0,"Manhattan, Upper West Side","Private full bed, prime location",private room
15064512,Todd,2019-06-09,150.0,"Manhattan, Greenwich Village",The Center of NYC,private room
15066701,Chris,2019-06-25,195.0,"Brooklyn, Bedford-Stuyvesant","Huge, modern 3-bed 2-bath, 20mins from Manhattan",entire home/apt
15067291,Grisula,2019-07-05,64.0,"Manhattan, Harlem",Manhattan Private Room with a Garden view (Room 2),private room
15068067,Alex,2019-01-04,750.0,"Manhattan, Chelsea",Historic Serene Chelsea Brownstone 2.5 Bed,entire home/apt
15079046,Jeanie,2019-05-24,79.0,"Manhattan, Inwood",Quiet Clean and Charming! Entire Apt Fri-Sun!,private room
15079215,Tamara,2019-06-19,155.0,"Queens, Long Island City",Stay in Solar Powered Apartment in NYC!!!,entire home/apt
15080267,Kimberly,2019-02-12,99.0,"Brooklyn, Bedford-Stuyvesant","Huge Brownstone,Private Garden- Pet chicks & eggs.",private room
15081440,Eddie & Lois,2019-01-04,69.0,"Staten Island, West Brighton",Eco  private room for 4 best location to Mahanttan,private room
15082723,Joseph,2019-07-08,95.0,"Brooklyn, Williamsburg","Williamsburg Private Room, Outdoor Space w/grill",private room
15083267,Greg,2019-06-19,110.0,"Manhattan, Chelsea",Bedroom in the heart of NYC,private room
15083823,Risha,2019-07-03,85.0,"Brooklyn, Red Hook",Artists rustic 2 Room studio  in Red Hook,entire home/apt
15087746,Andre,2019-01-01,120.0,"Brooklyn, Crown Heights",Big Suite in Crown Heights,private room
15087800,Nickesha,2019-06-23,65.0,"Queens, St. Albans",Private Bedroom in Queen -JFK 8mins,private room
15088024,Russell,2019-07-02,54.0,"Brooklyn, Prospect-Lefferts Gardens",Cozy Private Room for Eager Travelers! :D,private room
15095589,Karen,2019-06-13,60.0,"Brooklyn, Sunset Park","Comfortable Room in Lovely Home, quick ride to NYC",private room
15095808,Lourdes,2019-06-30,239.0,"Queens, Holliswood",Cozy Getaway Rental Home,private room
15098786,Sarah,2019-06-23,200.0,"Manhattan, SoHo",Cozy One Small Bedroom Soho House,entire home/apt
15099149,Theresa,2019-06-23,75.0,"Brooklyn, Sunset Park",Brooklyn Space with Balcony!,private room
15100256,Shane,2019-05-20,110.0,"Manhattan, Upper West Side",Central Park Vacation,private room
15100760,Glenn,2019-05-18,75.0,"Queens, Arverne",Rockaway Beach House,private room
15107952,Karen,2019-04-28,165.0,"Manhattan, Midtown","Cute, Sun filled Sudio Apartment in Manhattan",entire home/apt
15110120,Philippe,2019-06-27,188.0,"Brooklyn, Brooklyn Heights",Great Location! Brooklyn Heights One Bedroom,entire home/apt
15111011,Elaine,2019-06-26,140.0,"Brooklyn, Bedford-Stuyvesant","Bright, Modern, Clean, Spacious, Brooklyn Home",entire home/apt
15113479,Migdalia,2019-06-16,300.0,"Manhattan, Harlem",3BR/2 bath/Duplex+YARD/Near Columbia/City College,entire home/apt
15114181,Maya,2019-07-05,132.0,"Manhattan, Murray Hill",Spacious Room In Luxury NYC Apartment,private room
15114265,Eric,2019-07-02,95.0,"Manhattan, East Harlem","‚òÖ UES | Cozy bedroom near LGA, free coffee & tea!",private room
15114433,Maya,2019-01-14,85.0,"Manhattan, Murray Hill",Room In Gorgeous Gut Renovated NY Apartment,private room
15114550,Alex,2019-06-30,150.0,"Brooklyn, Bedford-Stuyvesant","Spacious, Clean and Comfy 2 Bedroom",entire home/apt
15115143,Clark,2019-07-02,200.0,"Manhattan, Hell's Kitchen",46st Cozy Flat Midtown/Tms Squr/Javits Ctr/Pier 97,entire home/apt
15115382,Mark Winston,2019-06-25,90.0,"Brooklyn, Crown Heights",Private Guestroom in Landmark Bklyn Brownstone,entire home/apt
15115532,Dalibel,2019-01-01,163.0,"Manhattan, Kips Bay",Cozy Duplex Studio in Manhattan,entire home/apt
15116599,Carol,2019-07-02,68.0,"Brooklyn, Bedford-Stuyvesant",Greyhound Manor - 2 fullbd beds and private bathrm,private room
15122925,Steven,2019-06-13,100.0,"Brooklyn, Bensonhurst",Sweet 2 Bedroom In South BK,entire home/apt
15126483,Bridget,2019-05-27,70.0,"Queens, Ditmars Steinway",Kitschy Corner Bedroom on a Friendly Astoria Block,private room
15126686,Melissa,2019-05-26,90.0,"Queens, Astoria",Guest bedroom off of 30th ave,private room
15126948,Caitlin,2019-06-24,100.0,"Manhattan, East Village","Large & Nice, Bright 1 Bdrm in East Village, NYC",private room
15128456,Leticia,2019-06-21,65.0,"Brooklyn, Bushwick",Clean room with private bathroom in Bushwick!,private room
15131279,Amaru,2019-06-15,40.0,"Brooklyn, Flatbush",Gorgeous Bedroom in Brooklyn,private room
15131952,Maria,2019-06-30,80.0,"Brooklyn, Bushwick",1 Bedroom in a shared space with  AC & garden.,private room
15133055,Nathaniel,2019-05-31,48.0,"Queens, Ridgewood",Sunny Bushwick room & bed with exposed brick wall,private room
15133087,Jazzy,2019-06-23,50.0,"Brooklyn, Crown Heights",Bright room in Brooklyn historic district,private room
15133612,Sunshine,2019-05-14,135.0,"Brooklyn, East New York","Beautiful 2BR Apt, 1 Min Walk to Major Subway!",entire home/apt
15133972,Maryna,2019-06-01,35.0,"Brooklyn, Brighton Beach",Friendly and kind!Clean and safe!Best hostel ever!,shared room
15134876,Silvia,2019-04-14,85.0,"Brooklyn, East New York",Lovely studio 2 min walk to train/ subway C),entire home/apt
15140447,Erica,2019-04-21,120.0,"Manhattan, Washington Heights",NYC 1 bed - Uptown - Steps away from train,entire home/apt
15141938,Yochi,2019-07-05,180.0,"Manhattan, Chelsea",In a Chelsea loft:  A PERFECT private room & bath,private room
15142409,Julie,2019-06-30,299.0,"Manhattan, Gramercy",Union Square - Interior designer - Private 1 bdr,entire home/apt
15144127,Jesse,2019-06-30,50.0,"Brooklyn, Sunset Park",Sunny and Spacious Room in Sunset Park Apartment,private room
15149137,Ephraim,2019-07-03,160.0,"Manhattan, Harlem",Private Blu Penthouse Brownstone 1 BR Harlem NYC,entire home/apt
15149560,Nuan,2019-06-15,120.0,"Manhattan, SoHo","Private, cozy room in the Center of Manhattan",private room
15150240,Nichole,2019-05-31,65.0,"Brooklyn, Prospect-Lefferts Gardens",Lovely Apartment Near Prospect Park,private room
15154905,Arin,2019-06-21,130.0,"Brooklyn, Greenpoint","Huge bedroom suite in Greenpoint, Brooklyn",private room
15158194,Michael,2019-05-31,67.0,"Manhattan, Washington Heights",Sunny Manhattan 1 bedroom  in Landmark Brownstone,entire home/apt
15158791,Mitch,2019-06-30,130.0,"Brooklyn, Manhattan Beach","SPECIAL: Luxury Apt, Close to Transp, Beach & Food",entire home/apt
15160791,Masahiro,2019-06-22,75.0,"Brooklyn, Williamsburg",Private Room Williamsburg 3 Blocks from L Bedford,private room
15164526,Norma-Ester-,2019-06-07,60.0,"Brooklyn, Sunset Park",2MinToTrainsNiceRMaimonidesLutheranIndustryCity,private room
15165888,Jonathan,2019-06-08,40.0,"Manhattan, Harlem",The Brass Shack,private room
15166520,Norma-Ester-,2019-05-31,60.0,"Brooklyn, Sunset Park",2MinTrainLovelyRMaimonidesLutheranIndustryCity,private room
15177635,Norma-Ester-,2019-05-31,70.0,"Brooklyn, Sunset Park",2MinTrainBigBeautyRMaimoLutherandIndustryCitty,private room
15178725,Tony & Grace,2019-06-18,150.0,"Staten Island, St. George",2 BR Tropical Getaway near Ferry,entire home/apt
15178929,Madison,2019-06-23,93.0,"Manhattan, East Harlem",Cozy NYC Studio (in Upper Manhattan / East Harlem),entire home/apt
15178955,James,2019-01-04,80.0,"Queens, Ridgewood",Large 1 bedroom-Private Bath in 2 bed apartment,private room
15179994,Michelle,2019-06-18,76.0,"Queens, Kew Gardens Hills","BEAUTIFUL ROOM & PRIVATE BATHROOM...QUEENS, NY",private room
15188621,Catherine,2019-05-21,125.0,"Brooklyn, Prospect Heights",Comfortable One Bedroom Apt in Prospect Heights,entire home/apt
15188738,Pamela,2019-06-08,85.0,"Queens, St. Albans",FABULOUS BED ROOM WITH 4 BEDS (JFK - 12 MINS),private room
15190865,Lawrence,2019-07-04,170.0,"Brooklyn, Williamsburg",Spacious private 2BR with Backyard Williamsburg,entire home/apt
15191740,ResortShare5,2019-04-11,198.0,"Manhattan, Midtown",‚òÖ‚òÖLUXURY at a MIDTOWN RESORT‚òÖ‚òÖ,private room
15192362,Josefina,2019-05-21,43.0,"Queens, Woodhaven","Cozy private room, close to transportation",private room
15195491,Lucey,2019-06-24,80.0,"Brooklyn, Bedford-Stuyvesant",Private Room w/ Private Bath in Heart of Bed-Stuy,private room
15203342,Valerie,2019-05-11,80.0,"Manhattan, Upper East Side","Cosy, Awesome, Private Room in UES",private room
15204218,Monika,2019-06-27,75.0,"Queens, Astoria",CLEAN Room w/PRVT BATH_NearSubway_3 StopsToManhatn,private room
15206272,Laura,2019-03-14,75.0,"Brooklyn, Bedford-Stuyvesant",Rooming has never been better.,private room
15206909,Chantal,2019-07-01,175.0,"Brooklyn, East Flatbush",Le Petit Palace De Brooklyn - Clean Comfy 4 BR Apt,entire home/apt
15207725,Tony & Grace,2019-07-01,110.0,"Staten Island, St. George",HugeTropical Bedrm near Ferry,private room
15216398,Christen,2019-05-06,50.0,"Brooklyn, Williamsburg",Whimsical & Cute Private Room in 2 Bdrm Apt,private room
15216399,Glory,2019-03-31,50.0,"Brooklyn, Sheepshead Bay",For all classical lover's,private room
15216703,Julia,2019-07-05,150.0,"Manhattan, Chinatown",Downtown Dream on the Park,entire home/apt
15218342,Karen,2019-07-06,189.0,"Manhattan, SoHo",Cozy bright studio flat - Soho/Village,entire home/apt
15220143,Angela,2019-05-24,100.0,"Manhattan, Upper West Side",Cozy Clean Room in Manhattan's Upper West Side,private room
15221767,Maimouna,2019-05-31,70.0,"Manhattan, Harlem",Charming pre-war near Central Park,entire home/apt
15222861,Walter,2019-07-03,95.0,"Brooklyn, Bushwick","Private! entire studio, private bath, own entrance",entire home/apt
15222972,D&N,2019-06-20,140.0,"Manhattan, Two Bridges",Minimalistic 1 bedroom in the heart of Manhattan,entire home/apt
15223434,Na,2019-06-19,75.0,"Manhattan, Chinatown",new sunshine room in chinatown train F is around,private room
15226875,Edward,2019-06-18,65.0,"Manhattan, Harlem",Versatile private room in Harlem/Hamilton Heights!,private room
15232708,Andrea,2019-05-12,33.0,"Manhattan, Washington Heights",Bedroom w/ Gorgeous Tree Lined and River View,private room
15232776,Nina,2019-06-30,350.0,"Brooklyn, Williamsburg",2 Bedroom in the heart of Williamsburg,entire home/apt
15234755,Olivier,2019-02-09,200.0,"Manhattan, Upper West Side",Luxury One Bedroom,entire home/apt
15234771,Stewart,2019-05-20,214.0,"Manhattan, Lower East Side","LES ‚ÄòGEM‚Äô - 1BR APARTMENT, GREAT LOCATION, STOCKED",entire home/apt
15238184,Stephany,2019-06-09,39.0,"Brooklyn, Bushwick",Peaceful Private Room in Brooklyn,private room
15238740,Mario,2019-07-07,75.0,"Manhattan, East Harlem",Room for rent,private room
15246070,Yukee,2019-04-19,49.0,"Manhattan, Upper West Side",Lovely&Morden bedroom near everything you want!,private room
15247262,Aitan,2019-06-23,185.0,"Brooklyn, Prospect Heights",Charming 1 Bedroom Garden Apt,entire home/apt
15249063,Cristina,2019-06-23,375.0,"Manhattan, Upper East Side",Gorgeous 2 Bedroom apartment /Upper East side,entire home/apt
15250033,Christine,2019-05-09,125.0,"Brooklyn, Prospect-Lefferts Gardens",Luxurious Guestroom w/Private Bathroom & Entrance,private room
15250168,Aracelis,2019-06-30,85.0,"Brooklyn, Williamsburg",Bright Loft Room in a Charming Brooklyn Apartment,private room
15250435,Brian & Jonathan,2019-06-03,59.0,"Manhattan, Harlem","Huge Private Bedroom, Patio, + 20min to Midtown",private room
15255254,Amanda,2019-06-23,99.0,"Brooklyn, Greenpoint",Private room with private bathroom,private room
15260962,Gaia&Pietro,2019-06-24,850.0,"Manhattan, SoHo",Luxury 2BR Penthouse in the hearth of Soho (Nyc),entire home/apt
15262831,Miss Dy,2019-06-19,49.0,"Queens, Springfield Gardens",THE PRIVACY DEN ~ 5 MINUTES TO JFK,entire home/apt
15268654,Ken,2019-06-06,400.0,"Brooklyn, Gowanus",NEW & PRIVATE 2 bedroom apt in stately townhouse,entire home/apt
15268792,Abc,2019-01-06,450.0,"Manhattan, West Village","Fab Studio with Gym, Doorman & Elevator Sleeps 4",entire home/apt
15271897,Haru,2019-06-20,82.0,"Manhattan, Gramercy",UNION SQUARE / Perfect Cozy Private Room!,private room
15280873,Joyce,2019-07-01,200.0,"Manhattan, Murray Hill",Cozy Apt in NYC Brownstone,entire home/apt
15282119,Tim & Rachel,2019-06-20,75.0,"Brooklyn, East Flatbush",Private Retreat in Brooklyn,entire home/apt
15288813,Iwona,2019-06-28,75.0,"Queens, Jamaica",1 Bedroom (Queen) Mins From JFK and Casino,private room
15289231,Caroline,2019-05-27,144.0,"Brooklyn, South Slope",Colorful Artist Apartment in Park Slope Brooklyn,entire home/apt
15296557,Jasmine,2019-05-31,51.0,"Brooklyn, Bushwick",Bushwick Bedroom (Available Daily Again),private room
15297194,Tony & Grace,2019-06-16,70.0,"Staten Island, St. George",Cozy Island Bedroom near Ferry,private room
15299630,Anu,2019-07-07,135.0,"Brooklyn, Williamsburg",Bright & spacious apartment in East Williamsburg,entire home/apt
15301499,Sam,2019-03-27,300.0,"Manhattan, Chinatown",~**GORGEOUS DOWNTOWN LOFTS**~ MULTIPLE SPACES,entire home/apt
15301517,Daljit,2019-06-30,49.0,"Queens, Astoria",Clean and Sunny room near Midtown Manhattan,private room
15301748,Belkis,2019-06-04,40.0,"Bronx, Bronxdale",Comfy Private Room w/ Big TV,private room
15303092,Diana,2019-06-23,60.0,"Manhattan, Washington Heights",Enjoy NYC and feel like your home!,private room
15307735,Patricia,2019-06-04,125.0,"Brooklyn, Williamsburg",An artistic experience,private room
15309572,Daniel,2019-05-08,73.0,"Manhattan, Chinatown",Spacious Room in IDEAL LES LOCATION,private room
15312128,Malik,2019-06-09,88.0,"Brooklyn, Fort Greene","Netflix and Rest, One quaint bedroom in Ft. Greene",private room
15321861,Giovanni,2019-07-07,50.0,"Queens, East Elmhurst",Basement private room w/AC near LaGuardia Airport,private room
15324045,Benjamin,2019-07-07,390.0,"Brooklyn, Bushwick",TOWNHOUSE  (Backyard/Rooftop + Photoshoots/Events),entire home/apt
15327611,Rémi,2019-04-18,150.0,"Manhattan, Upper East Side",Cosy Appartment in Upper East Side,entire home/apt
15328237,Joanna,2019-05-29,105.0,"Queens, Long Island City","One Room in  Luxury Apartment, 5min to Midtown",private room
15328242,Pamela,2019-05-27,55.0,"Queens, St. Albans",PRIVATE BED ROOM 12 MINS FROM JFK,private room
15328271,Mag,2019-06-25,105.0,"Queens, Maspeth","Huge Apt 5 miles to Manhattan, Parking available",entire home/apt
15333336,Clyde,2019-05-17,75.0,"Brooklyn, Flatbush",YOUR HOME AWAY FROM HOME -- NYC WELCOMES YOU!,private room
15336596,Eean,2019-06-02,50.0,"Bronx, Norwood",Private bedroom in artsy NYC apartment.,private room
15337711,Satomi,2019-04-28,70.0,"Brooklyn, Williamsburg",Fun time in Williamsburg stylish apartment!,private room
15338155,Jose,2019-06-28,85.0,"Queens, Woodside",BEAUTIFUL BEDROOM IN COZY APARTMENT,private room
15339227,Luis,2019-07-07,70.0,"Queens, Sunnyside","Spacious room in a clean, quiet and cozy home.",private room
15340649,J.P.,2019-06-24,180.0,"Brooklyn, Williamsburg",Huge Beautiful Loft in the Heart of Williamsburg,entire home/apt
15340854,Chelsea,2019-04-27,600.0,"Manhattan, Harlem",Amazing Townhouse in Harlem,entire home/apt
15342701,Frank,2019-07-07,150.0,"Queens, Arverne","New, elegant private apartment for 2 near JFK",entire home/apt
15344255,Michael,2019-06-29,225.0,"Manhattan, Chelsea","Trendy, Fully-Renovated Studio in West Chelsea",entire home/apt
15344749,Raymond,2019-07-05,100.0,"Manhattan, Chinatown",Comfy Apt in Chinatown/Lower East Side,private room
15355243,Joy,2019-06-18,245.0,"Manhattan, SoHo",*PRIME* The ‚ù§Ô∏è of Greenwich Village/SOHO SLEEPS 4,entire home/apt
15356673,Jessica,2019-06-17,110.0,"Brooklyn, Williamsburg",WILLIAMSBURG AUTHENTIC ARTIST LOFT,private room
15359119,Gabriella,2019-06-27,90.0,"Manhattan, Inwood","Spacious, Sunny,  1 Bdrm Apt w/ King Bed",entire home/apt
15360248,Alex,2019-06-26,408.0,"Brooklyn, Williamsburg",Modern Luxury Loft  3bd  Williamsburg,entire home/apt
15360364,Kristina,2019-05-17,78.0,"Manhattan, Upper East Side",Cozy private room on the UES,private room
15360687,Brett,2019-06-29,95.0,"Brooklyn, Bedford-Stuyvesant",Modern & Hip in Bedstuy!,entire home/apt
15360787,Michelle,2019-07-06,99.0,"Manhattan, Harlem",Large Bdrm/Full Bath for Guests/Gym/Elevator bldg.,private room
15361785,Caro & Allen,2019-06-18,77.0,"Manhattan, Upper West Side",Central Park Sanctuary,private room
15363266,Sophie,2019-05-28,120.0,"Manhattan, Washington Heights",Beautiful 1 bedroom apartment,entire home/apt
15367894,Ted,2019-07-01,125.0,"Brooklyn, Bedford-Stuyvesant",Bedford Stuyvesant / Clinton Hill 2 bedroom,entire home/apt
15374564,Caribnb Hazel,2019-07-07,86.0,"Brooklyn, Flatbush",Caribnb- Charming stay in a private 2 family home,private room
15374796,Jenny,2019-05-19,115.0,"Manhattan, Upper West Side",Large UWS Apt close to Central Park,private room
15378960,Max,2019-06-10,95.0,"Brooklyn, Fort Hamilton",BayRidge Cozy house near subway & shopping,entire home/apt
15379480,Jennifer,2019-07-07,183.0,"Manhattan, Greenwich Village",In ‚ù§Ô∏è of West Village- Entire Apt,entire home/apt
15379574,Pardis,2019-06-23,150.0,"Brooklyn, Bushwick",Private 2 BR Apartment Close to Subway,entire home/apt
15381675,Gabriel,2019-05-28,150.0,"Brooklyn, Bushwick","DESIGN, COLOR, MODERN, LIGHT!!! COOK'S KITCHEN!!!",entire home/apt
15392689,Diane,2019-01-27,1500.0,"Manhattan, East Harlem","Private, Spacious Bedroom in Harlem, single bed",private room
15394295,Iwona,2019-01-09,70.0,"Queens, Jamaica",1 Bedroom (Full) Mins From JFK and Casino,private room
15395942,Christopher,2019-06-16,79.0,"Brooklyn, Bedford-Stuyvesant","Relaxed, artist-inspired duplex in Bed Stuy",private room
15396328,Josephine,2019-01-03,80.0,"Manhattan, East Village",Private Room in Heart of East Village!,private room
15396351,Jessica,2019-06-21,200.0,"Manhattan, Harlem",Bright studio in the heart of historic Harlem,entire home/apt
15397048,Alana,2019-06-15,100.0,"Brooklyn, Bedford-Stuyvesant",Huge 2 Bedroom in Brooklyn Brownstone,entire home/apt
15397893,Jasmine,2019-05-23,200.0,"Manhattan, West Village",Bright & chic 1BR in the West Village,entire home/apt
15399008,Lana,2019-05-02,95.0,"Manhattan, Upper West Side",Spacious room in relaxing 2 BDR UWS apartment,private room
15399031,Chezi,2019-06-19,135.0,"Brooklyn, Gowanus",Beautiful & Cozy Brownstone Apt In Gowanus,entire home/apt
15406357,Lori,2019-07-02,85.0,"Manhattan, Lower East Side",Gorgeous Sunlit Modern Room on the Lower East Side,private room
15411277,Ignani,2019-07-01,275.0,"Manhattan, Nolita",Discounted! Cute Unique 2BR Apartment in SoHo,entire home/apt
15411988,Georges,2019-06-24,110.0,"Manhattan, Hell's Kitchen",Honey and milk - A creative studio apartment.,private room
15419574,Robin,2019-05-08,95.0,"Queens, Long Island City",Historic Cottage-Style Garden Home in LIC,private room
15421244,Noelky,2019-07-07,160.0,"Brooklyn, Crown Heights",La Casa in Brooklyn: Stylish Apt. with Patio,entire home/apt
15423388,Pauline,2019-06-19,101.0,"Brooklyn, Williamsburg",Designer's Loft in Williamsburg,private room
15423552,Joe,2019-01-03,174.0,"Manhattan, Upper West Side",Manhattan Upper West Side 1 BR by Central Park,entire home/apt
15423725,Axel,2019-06-24,65.0,"Brooklyn, Flatbush",Cozy and spacious room with private bathroom,private room
15423731,Andrew,2019-06-28,94.0,"Queens, Ridgewood",Historic and Quiet 2 Bedroom w Backyard,entire home/apt
15423923,Lei,2019-07-05,39.0,"Brooklyn, Sheepshead Bay",Private room in Brooklyn,private room
15423962,Lei,2019-03-16,39.0,"Brooklyn, Sheepshead Bay",Cozy studio in Brooklyn,private room
15425744,Yahaira,2019-06-30,65.0,"Manhattan, Washington Heights","Charming ,cozy private bedroom",private room
15431463,Steven,2019-03-07,100.0,"Brooklyn, Brooklyn Heights",Brooklyn Heights brownstone garden-level studio,entire home/apt
15436384,Sean,2019-05-11,110.0,"Brooklyn, Greenpoint",Beautiful BR in quiet Greenpoint,private room
15436800,Arthur,2019-06-18,37.0,"Queens, Corona",Independent entrance,private room
15436836,Viki,2019-06-22,175.0,"Brooklyn, Carroll Gardens",Carroll Gardens Apartment,entire home/apt
15436871,Jenny,2019-06-15,375.0,"Manhattan, Upper West Side",Entire Spacious 2 Bed Apt on UWS,entire home/apt
15437906,Tony,2019-06-02,80.0,"Manhattan, East Harlem",Southern comfort in Harlem,private room
15437922,Alexey,2019-07-06,90.0,"Brooklyn, Williamsburg","Bright Room, Luxury Building, 3 Stops To Manhattan",private room
15444619,Luke,2019-07-01,250.0,"Brooklyn, Brooklyn Heights",Brklyn Hts Luxury - Garden Calm & Downtown Verve,entire home/apt
